Fiscal Year,County,Region,Confirmed Victims,Victims
2019,Hockley,1-Lubbock,Confirmed Victim,106
2019,Hutchinson,1-Lubbock,Not Confirmed,210
2019,Hutchinson,1-Lubbock,Confirmed Victim,99
2019,King,1-Lubbock,Not Confirmed,3
2019,Lamb,1-Lubbock,Not Confirmed,114
2019,Lamb,1-Lubbock,Confirmed Victim,36
2019,Lipscomb,1-Lubbock,Not Confirmed,12
2019,Lipscomb,1-Lubbock,Confirmed Victim,2
2019,Lubbock,1-Lubbock,Not Confirmed,2619
2019,Lubbock,1-Lubbock,Confirmed Victim,1217
2019,Lynn,1-Lubbock,Not Confirmed,46
2019,Lynn,1-Lubbock,Confirmed Victim,17
2019,Moore,1-Lubbock,Not Confirmed,184
2019,Moore,1-Lubbock,Confirmed Victim,88
2019,Motley,1-Lubbock,Not Confirmed,7
2019,Motley,1-Lubbock,Confirmed Victim,4
2019,Ochiltree,1-Lubbock,Not Confirmed,71
2019,Ochiltree,1-Lubbock,Confirmed Victim,24
2019,Oldham,1-Lubbock,Not Confirmed,8
2019,Oldham,1-Lubbock,Confirmed Victim,4
2019,Parmer,1-Lubbock,Not Confirmed,63
2019,Parmer,1-Lubbock,Confirmed Victim,21
2019,Potter,1-Lubbock,Not Confirmed,1769
2019,Potter,1-Lubbock,Confirmed Victim,607
2019,Randall,1-Lubbock,Not Confirmed,981
2019,Randall,1-Lubbock,Confirmed Victim,269
2019,Roberts,1-Lubbock,Confirmed Victim,4
2019,Sherman,1-Lubbock,Not Confirmed,15
2019,Sherman,1-Lubbock,Confirmed Victim,3
2019,Swisher,1-Lubbock,Not Confirmed,61
2019,Swisher,1-Lubbock,Confirmed Victim,30
2019,Terry,1-Lubbock,Not Confirmed,159
2019,Terry,1-Lubbock,Confirmed Victim,61
2019,Wheeler,1-Lubbock,Not Confirmed,55
2019,Wheeler,1-Lubbock,Confirmed Victim,15
2019,Yoakum,1-Lubbock,Not Confirmed,43
2019,Yoakum,1-Lubbock,Confirmed Victim,12
2019,Archer,2-Abilene,Not Confirmed,61
2019,Archer,2-Abilene,Confirmed Victim,14
2019,Baylor,2-Abilene,Not Confirmed,44
2019,Baylor,2-Abilene,Confirmed Victim,14
2019,Brown,2-Abilene,Not Confirmed,360
2019,Brown,2-Abilene,Confirmed Victim,232
2019,Callahan,2-Abilene,Not Confirmed,158
2019,Callahan,2-Abilene,Confirmed Victim,48
2019,Clay,2-Abilene,Not Confirmed,88
2019,Clay,2-Abilene,Confirmed Victim,20
2019,Coleman,2-Abilene,Not Confirmed,68
2019,Coleman,2-Abilene,Confirmed Victim,51
2019,Comanche,2-Abilene,Not Confirmed,113
2019,Comanche,2-Abilene,Confirmed Victim,58
2019,Cottle,2-Abilene,Not Confirmed,8
2019,Cottle,2-Abilene,Confirmed Victim,9
2019,Eastland,2-Abilene,Not Confirmed,261
2019,Eastland,2-Abilene,Confirmed Victim,76
2019,Fisher,2-Abilene,Not Confirmed,52
2019,Fisher,2-Abilene,Confirmed Victim,8
2019,Foard,2-Abilene,Not Confirmed,10
2019,Foard,2-Abilene,Confirmed Victim,4
2019,Hardeman,2-Abilene,Not Confirmed,38
2019,Hardeman,2-Abilene,Confirmed Victim,6
2019,Haskell,2-Abilene,Not Confirmed,59
2019,Haskell,2-Abilene,Confirmed Victim,23
2019,Jack,2-Abilene,Not Confirmed,64
2019,Jack,2-Abilene,Confirmed Victim,43
2019,Jones,2-Abilene,Not Confirmed,211
2019,Jones,2-Abilene,Confirmed Victim,95
2019,Kent,2-Abilene,Not Confirmed,3
2019,Kent,2-Abilene,Confirmed Victim,1
2019,Knox,2-Abilene,Not Confirmed,43
2019,Knox,2-Abilene,Confirmed Victim,13
2019,Mitchell,2-Abilene,Not Confirmed,105
2019,Mitchell,2-Abilene,Confirmed Victim,33
2019,Montague,2-Abilene,Not Confirmed,179
2019,Montague,2-Abilene,Confirmed Victim,138
2019,Nolan,2-Abilene,Not Confirmed,228
2019,Nolan,2-Abilene,Confirmed Victim,102
2019,Runnels,2-Abilene,Not Confirmed,95
2019,Runnels,2-Abilene,Confirmed Victim,26
2019,Scurry,2-Abilene,Not Confirmed,211
2019,Scurry,2-Abilene,Confirmed Victim,68
2019,Shackelford,2-Abilene,Not Confirmed,13
2019,Shackelford,2-Abilene,Confirmed Victim,4
2019,Stephens,2-Abilene,Not Confirmed,127
2019,Stephens,2-Abilene,Confirmed Victim,36
2019,Stonewall,2-Abilene,Not Confirmed,6
2019,Stonewall,2-Abilene,Confirmed Victim,4
2019,Taylor,2-Abilene,Not Confirmed,1702
2019,Taylor,2-Abilene,Confirmed Victim,862
2019,Throckmorton,2-Abilene,Not Confirmed,12
2019,Throckmorton,2-Abilene,Confirmed Victim,1
2019,Wichita,2-Abilene,Not Confirmed,1748
2019,Wichita,2-Abilene,Confirmed Victim,485
2019,Wilbarger,2-Abilene,Not Confirmed,186
2019,Wilbarger,2-Abilene,Confirmed Victim,55
2019,Young,2-Abilene,Not Confirmed,158
2019,Young,2-Abilene,Confirmed Victim,64
2019,Collin,3-Arlington,Not Confirmed,3702
2019,Collin,3-Arlington,Confirmed Victim,1328
2019,Cooke,3-Arlington,Not Confirmed,367
2019,Cooke,3-Arlington,Confirmed Victim,195
2019,Dallas,3-Arlington,Not Confirmed,15331
2019,Dallas,3-Arlington,Confirmed Victim,6860
2019,Denton,3-Arlington,Not Confirmed,3456
2019,Denton,3-Arlington,Confirmed Victim,1398
2019,Ellis,3-Arlington,Not Confirmed,1000
2019,Ellis,3-Arlington,Confirmed Victim,341
2019,Erath,3-Arlington,Not Confirmed,269
2019,Erath,3-Arlington,Confirmed Victim,165
2019,Fannin,3-Arlington,Not Confirmed,284
2019,Fannin,3-Arlington,Confirmed Victim,111
2019,Grayson,3-Arlington,Not Confirmed,979
2019,Grayson,3-Arlington,Confirmed Victim,570
2019,Hood,3-Arlington,Not Confirmed,565
2019,Hood,3-Arlington,Confirmed Victim,230
2019,Hunt,3-Arlington,Not Confirmed,823
2019,Hunt,3-Arlington,Confirmed Victim,347
2019,Johnson,3-Arlington,Not Confirmed,1373
2019,Johnson,3-Arlington,Confirmed Victim,596
2019,Kaufman,3-Arlington,Not Confirmed,947
2019,Kaufman,3-Arlington,Confirmed Victim,392
2019,Navarro,3-Arlington,Not Confirmed,416
2019,Navarro,3-Arlington,Confirmed Victim,119
2019,Palo Pinto,3-Arlington,Not Confirmed,311
2019,Palo Pinto,3-Arlington,Confirmed Victim,180
2019,Parker,3-Arlington,Not Confirmed,892
2019,Parker,3-Arlington,Confirmed Victim,445
2019,Rockwall,3-Arlington,Not Confirmed,413
2019,Rockwall,3-Arlington,Confirmed Victim,211
2019,Somervell,3-Arlington,Not Confirmed,78
2019,Somervell,3-Arlington,Confirmed Victim,21
2019,Tarrant,3-Arlington,Not Confirmed,14231
2019,Tarrant,3-Arlington,Confirmed Victim,5536
2019,Wise,3-Arlington,Not Confirmed,481
2019,Wise,3-Arlington,Confirmed Victim,204
2019,Anderson,4-Tyler,Not Confirmed,315
2019,Anderson,4-Tyler,Confirmed Victim,237
2019,Bowie,4-Tyler,Not Confirmed,858
2019,Bowie,4-Tyler,Confirmed Victim,226
2019,Camp,4-Tyler,Not Confirmed,89
2019,Camp,4-Tyler,Confirmed Victim,46
2019,Cass,4-Tyler,Not Confirmed,243
2019,Cass,4-Tyler,Confirmed Victim,109
2019,Cherokee,4-Tyler,Not Confirmed,532
2019,Cherokee,4-Tyler,Confirmed Victim,221
2019,Delta,4-Tyler,Not Confirmed,34
2019,Delta,4-Tyler,Confirmed Victim,17
2019,Franklin,4-Tyler,Not Confirmed,54
2019,Franklin,4-Tyler,Confirmed Victim,28
2019,Gregg,4-Tyler,Not Confirmed,1004
2019,Gregg,4-Tyler,Confirmed Victim,496
2019,Harrison,4-Tyler,Not Confirmed,426
2019,Harrison,4-Tyler,Confirmed Victim,194
2019,Henderson,4-Tyler,Not Confirmed,803
2019,Henderson,4-Tyler,Confirmed Victim,340
2019,Hopkins,4-Tyler,Not Confirmed,297
2019,Hopkins,4-Tyler,Confirmed Victim,97
2019,Lamar,4-Tyler,Not Confirmed,511
2019,Lamar,4-Tyler,Confirmed Victim,268
2019,Marion,4-Tyler,Not Confirmed,95
2019,Marion,4-Tyler,Confirmed Victim,57
2019,Morris,4-Tyler,Not Confirmed,133
2019,Morris,4-Tyler,Confirmed Victim,55
2019,Panola,4-Tyler,Not Confirmed,162
2019,Panola,4-Tyler,Confirmed Victim,67
2019,Rains,4-Tyler,Not Confirmed,94
2019,Rains,4-Tyler,Confirmed Victim,30
2019,Red River,4-Tyler,Not Confirmed,106
2019,Red River,4-Tyler,Confirmed Victim,42
2019,Rusk,4-Tyler,Not Confirmed,414
2019,Rusk,4-Tyler,Confirmed Victim,193
2019,Smith,4-Tyler,Not Confirmed,1464
2019,Smith,4-Tyler,Confirmed Victim,552
2019,Titus,4-Tyler,Not Confirmed,298
2019,Titus,4-Tyler,Confirmed Victim,119
2019,Upshur,4-Tyler,Not Confirmed,289
2019,Upshur,4-Tyler,Confirmed Victim,181
2019,Van Zandt,4-Tyler,Not Confirmed,458
2019,Van Zandt,4-Tyler,Confirmed Victim,199
2019,Wood,4-Tyler,Not Confirmed,282
2019,Wood,4-Tyler,Confirmed Victim,126
2019,Angelina,5-Beaumont,Not Confirmed,806
2019,Angelina,5-Beaumont,Confirmed Victim,208
2019,Hardin,5-Beaumont,Not Confirmed,464
2019,Hardin,5-Beaumont,Confirmed Victim,159
2019,Houston,5-Beaumont,Not Confirmed,126
2019,Houston,5-Beaumont,Confirmed Victim,79
2019,Jasper,5-Beaumont,Not Confirmed,281
2019,Jasper,5-Beaumont,Confirmed Victim,85
2019,Jefferson,5-Beaumont,Not Confirmed,2008
2019,Jefferson,5-Beaumont,Confirmed Victim,685
2019,Nacogdoches,5-Beaumont,Not Confirmed,452
2019,Nacogdoches,5-Beaumont,Confirmed Victim,173
2019,Newton,5-Beaumont,Not Confirmed,87
2019,Newton,5-Beaumont,Confirmed Victim,17
2019,Orange,5-Beaumont,Not Confirmed,780
2019,Orange,5-Beaumont,Confirmed Victim,296
2019,Polk,5-Beaumont,Not Confirmed,471
2019,Polk,5-Beaumont,Confirmed Victim,135
2019,Sabine,5-Beaumont,Not Confirmed,55
2019,Sabine,5-Beaumont,Confirmed Victim,20
2019,San Augustine,5-Beaumont,Not Confirmed,55
2019,San Augustine,5-Beaumont,Confirmed Victim,13
2019,San Jacinto,5-Beaumont,Not Confirmed,263
2019,San Jacinto,5-Beaumont,Confirmed Victim,81
2019,Shelby,5-Beaumont,Not Confirmed,189
2019,Shelby,5-Beaumont,Confirmed Victim,55
2019,Trinity,5-Beaumont,Not Confirmed,151
2019,Trinity,5-Beaumont,Confirmed Victim,66
2019,Tyler,5-Beaumont,Not Confirmed,141
2019,Tyler,5-Beaumont,Confirmed Victim,75
2019,Austin,6-Houston,Not Confirmed,178
2019,Austin,6-Houston,Confirmed Victim,42
2019,Brazoria,6-Houston,Not Confirmed,1832
2019,Brazoria,6-Houston,Confirmed Victim,623
2019,Chambers,6-Houston,Not Confirmed,224
2019,Chambers,6-Houston,Confirmed Victim,68
2019,Colorado,6-Houston,Not Confirmed,123
2019,Colorado,6-Houston,Confirmed Victim,21
2019,Fort Bend,6-Houston,Not Confirmed,3036
2019,Fort Bend,6-Houston,Confirmed Victim,540
2019,Galveston,6-Houston,Not Confirmed,2270
2019,Galveston,6-Houston,Confirmed Victim,708
2019,Harris,6-Houston,Not Confirmed,31999
2019,Harris,6-Houston,Confirmed Victim,6948
2019,Liberty,6-Houston,Not Confirmed,634
2019,Liberty,6-Houston,Confirmed Victim,195
2019,Matagorda,6-Houston,Not Confirmed,302
2019,Matagorda,6-Houston,Confirmed Victim,127
2019,Montgomery,6-Houston,Not Confirmed,3284
2019,Montgomery,6-Houston,Confirmed Victim,861
2019,Walker,6-Houston,Not Confirmed,326
2019,Walker,6-Houston,Confirmed Victim,101
2019,Waller,6-Houston,Not Confirmed,298
2019,Waller,6-Houston,Confirmed Victim,42
2019,Wharton,6-Houston,Not Confirmed,279
2019,Wharton,6-Houston,Confirmed Victim,81
2019,Bastrop,7-Austin,Not Confirmed,829
2019,Bastrop,7-Austin,Confirmed Victim,286
2019,Bell,7-Austin,Not Confirmed,3604
2019,Bell,7-Austin,Confirmed Victim,1332
2019,Blanco,7-Austin,Not Confirmed,48
2019,Blanco,7-Austin,Confirmed Victim,14
2019,Bosque,7-Austin,Not Confirmed,125
2019,Bosque,7-Austin,Confirmed Victim,89
2019,Brazos,7-Austin,Not Confirmed,1330
2019,Brazos,7-Austin,Confirmed Victim,313
2019,Burleson,7-Austin,Not Confirmed,173
2019,Burleson,7-Austin,Confirmed Victim,64
2019,Burnet,7-Austin,Not Confirmed,340
2019,Burnet,7-Austin,Confirmed Victim,210
2019,Caldwell,7-Austin,Not Confirmed,461
2019,Caldwell,7-Austin,Confirmed Victim,167
2019,Coryell,7-Austin,Not Confirmed,820
2019,Coryell,7-Austin,Confirmed Victim,411
2019,Falls,7-Austin,Not Confirmed,159
2019,Falls,7-Austin,Confirmed Victim,66
2019,Fayette,7-Austin,Not Confirmed,151
2019,Fayette,7-Austin,Confirmed Victim,38
2019,Freestone,7-Austin,Not Confirmed,138
2019,Freestone,7-Austin,Confirmed Victim,56
2019,Grimes,7-Austin,Not Confirmed,233
2019,Grimes,7-Austin,Confirmed Victim,57
2019,Hamilton,7-Austin,Not Confirmed,60
2019,Hamilton,7-Austin,Confirmed Victim,44
2019,Hays,7-Austin,Not Confirmed,1333
2019,Hays,7-Austin,Confirmed Victim,461
2019,Hill,7-Austin,Not Confirmed,374
2019,Hill,7-Austin,Confirmed Victim,116
2019,Lampasas,7-Austin,Not Confirmed,195
2019,Lampasas,7-Austin,Confirmed Victim,110
2019,Lee,7-Austin,Not Confirmed,121
2019,Lee,7-Austin,Confirmed Victim,37
2019,Leon,7-Austin,Not Confirmed,109
2019,Leon,7-Austin,Confirmed Victim,19
2019,Limestone,7-Austin,Not Confirmed,221
2019,Limestone,7-Austin,Confirmed Victim,44
2019,Llano,7-Austin,Not Confirmed,176
2019,Llano,7-Austin,Confirmed Victim,70
2019,Madison,7-Austin,Not Confirmed,92
2019,Madison,7-Austin,Confirmed Victim,14
2019,McLennan,7-Austin,Not Confirmed,2481
2019,McLennan,7-Austin,Confirmed Victim,1118
2019,Milam,7-Austin,Not Confirmed,210
2019,Milam,7-Austin,Confirmed Victim,95
2019,Mills,7-Austin,Not Confirmed,46
2019,Mills,7-Austin,Confirmed Victim,15
2019,Robertson,7-Austin,Not Confirmed,158
2019,Robertson,7-Austin,Confirmed Victim,42
2019,San Saba,7-Austin,Not Confirmed,31
2019,San Saba,7-Austin,Confirmed Victim,21
2019,Travis,7-Austin,Not Confirmed,6818
2019,Travis,7-Austin,Confirmed Victim,2310
2019,Washington,7-Austin,Not Confirmed,225
2019,Washington,7-Austin,Confirmed Victim,73
2019,Williamson,7-Austin,Not Confirmed,2869
2019,Williamson,7-Austin,Confirmed Victim,693
2019,Atascosa,8-San Antonio,Not Confirmed,512
2019,Atascosa,8-San Antonio,Confirmed Victim,247
2019,Bandera,8-San Antonio,Not Confirmed,177
2019,Bandera,8-San Antonio,Confirmed Victim,60
2019,Bexar,8-San Antonio,Not Confirmed,16265
2019,Bexar,8-San Antonio,Confirmed Victim,5373
2019,Calhoun,8-San Antonio,Not Confirmed,137
2019,Calhoun,8-San Antonio,Confirmed Victim,90
2019,Comal,8-San Antonio,Not Confirmed,948
2019,Comal,8-San Antonio,Confirmed Victim,332
2019,DeWitt,8-San Antonio,Not Confirmed,169
2019,DeWitt,8-San Antonio,Confirmed Victim,20
2019,Dimmit,8-San Antonio,Not Confirmed,134
2019,Dimmit,8-San Antonio,Confirmed Victim,30
2019,Edwards,8-San Antonio,Not Confirmed,11
2019,Edwards,8-San Antonio,Confirmed Victim,7
2019,Frio,8-San Antonio,Not Confirmed,190
2019,Frio,8-San Antonio,Confirmed Victim,88
2019,Gillespie,8-San Antonio,Not Confirmed,122
2019,Gillespie,8-San Antonio,Confirmed Victim,40
2019,Goliad,8-San Antonio,Not Confirmed,66
2019,Goliad,8-San Antonio,Confirmed Victim,11
2019,Gonzales,8-San Antonio,Not Confirmed,218
2019,Gonzales,8-San Antonio,Confirmed Victim,48
2019,Guadalupe,8-San Antonio,Not Confirmed,1323
2019,Guadalupe,8-San Antonio,Confirmed Victim,366
2019,Jackson,8-San Antonio,Not Confirmed,86
2019,Jackson,8-San Antonio,Confirmed Victim,28
2019,Karnes,8-San Antonio,Not Confirmed,121
2019,Karnes,8-San Antonio,Confirmed Victim,60
2019,Kendall,8-San Antonio,Not Confirmed,223
2019,Kendall,8-San Antonio,Confirmed Victim,51
2019,Kerr,8-San Antonio,Not Confirmed,340
2019,Kerr,8-San Antonio,Confirmed Victim,173
2019,Kinney,8-San Antonio,Not Confirmed,12
2019,Kinney,8-San Antonio,Confirmed Victim,13
2019,La Salle,8-San Antonio,Not Confirmed,104
2019,La Salle,8-San Antonio,Confirmed Victim,19
2019,Lavaca,8-San Antonio,Not Confirmed,95
2019,Lavaca,8-San Antonio,Confirmed Victim,29
2019,Maverick,8-San Antonio,Not Confirmed,263
2019,Maverick,8-San Antonio,Confirmed Victim,87
2019,Medina,8-San Antonio,Not Confirmed,388
2019,Medina,8-San Antonio,Confirmed Victim,190
2019,Real,8-San Antonio,Not Confirmed,41
2019,Real,8-San Antonio,Confirmed Victim,13
2019,Uvalde,8-San Antonio,Not Confirmed,277
2019,Uvalde,8-San Antonio,Confirmed Victim,89
2019,Val Verde,8-San Antonio,Not Confirmed,305
2019,Val Verde,8-San Antonio,Confirmed Victim,115
2019,Victoria,8-San Antonio,Not Confirmed,792
2019,Victoria,8-San Antonio,Confirmed Victim,271
2019,Wilson,8-San Antonio,Not Confirmed,302
2019,Wilson,8-San Antonio,Confirmed Victim,90
2019,Zavala,8-San Antonio,Not Confirmed,142
2019,Zavala,8-San Antonio,Confirmed Victim,63
2019,Andrews,9-Midland,Not Confirmed,138
2019,Andrews,9-Midland,Confirmed Victim,73
2019,Borden,9-Midland,Not Confirmed,7
2019,Coke,9-Midland,Not Confirmed,20
2019,Coke,9-Midland,Confirmed Victim,15
2019,Concho,9-Midland,Not Confirmed,34
2019,Concho,9-Midland,Confirmed Victim,9
2019,Crane,9-Midland,Not Confirmed,21
2019,Crane,9-Midland,Confirmed Victim,7
2019,Crockett,9-Midland,Not Confirmed,20
2019,Crockett,9-Midland,Confirmed Victim,17
2019,Dawson,9-Midland,Not Confirmed,138
2019,Dawson,9-Midland,Confirmed Victim,61
2019,Ector,9-Midland,Not Confirmed,1512
2019,Ector,9-Midland,Confirmed Victim,453
2019,Gaines,9-Midland,Not Confirmed,113
2019,Gaines,9-Midland,Confirmed Victim,40
2019,Glasscock,9-Midland,Not Confirmed,1
2019,Howard,9-Midland,Not Confirmed,346
2019,Howard,9-Midland,Confirmed Victim,171
2019,Irion,9-Midland,Not Confirmed,5
2019,Irion,9-Midland,Confirmed Victim,4
2019,Kimble,9-Midland,Not Confirmed,39
2019,Kimble,9-Midland,Confirmed Victim,6
2019,Loving,9-Midland,Confirmed Victim,1
2019,Martin,9-Midland,Not Confirmed,58
2019,Martin,9-Midland,Confirmed Victim,18
2019,Mason,9-Midland,Not Confirmed,39
2019,Mason,9-Midland,Confirmed Victim,3
2019,McCulloch,9-Midland,Not Confirmed,105
2019,McCulloch,9-Midland,Confirmed Victim,30
2019,Menard,9-Midland,Not Confirmed,14
2019,Menard,9-Midland,Confirmed Victim,5
2019,Midland,9-Midland,Not Confirmed,1074
2019,Midland,9-Midland,Confirmed Victim,237
2019,Pecos,9-Midland,Not Confirmed,117
2019,Pecos,9-Midland,Confirmed Victim,35
2019,Reagan,9-Midland,Not Confirmed,23
2019,Reagan,9-Midland,Confirmed Victim,10
2019,Reeves,9-Midland,Not Confirmed,76
2019,Reeves,9-Midland,Confirmed Victim,19
2019,Schleicher,9-Midland,Not Confirmed,16
2019,Schleicher,9-Midland,Confirmed Victim,4
2019,Sterling,9-Midland,Not Confirmed,11
2019,Sutton,9-Midland,Not Confirmed,15
2019,Sutton,9-Midland,Confirmed Victim,21
2019,Tom Green,9-Midland,Not Confirmed,1137
2019,Tom Green,9-Midland,Confirmed Victim,408
2019,Upton,9-Midland,Not Confirmed,46
2019,Upton,9-Midland,Confirmed Victim,11
2019,Ward,9-Midland,Not Confirmed,123
2019,Ward,9-Midland,Confirmed Victim,67
2019,Winkler,9-Midland,Not Confirmed,62
2019,Winkler,9-Midland,Confirmed Victim,10
2019,Brewster,10-El Paso,Not Confirmed,45
2019,Brewster,10-El Paso,Confirmed Victim,14
2019,Culberson,10-El Paso,Not Confirmed,12
2019,Culberson,10-El Paso,Confirmed Victim,10
2019,El Paso,10-El Paso,Not Confirmed,5713
2019,El Paso,10-El Paso,Confirmed Victim,1907
2019,Hudspeth,10-El Paso,Not Confirmed,16
2019,Hudspeth,10-El Paso,Confirmed Victim,3
2019,Jeff Davis,10-El Paso,Not Confirmed,1
2019,Jeff Davis,10-El Paso,Confirmed Victim,7
2019,Presidio,10-El Paso,Not Confirmed,26
2019,Presidio,10-El Paso,Confirmed Victim,12
2019,Aransas,11-Edinburg,Not Confirmed,192
2019,Aransas,11-Edinburg,Confirmed Victim,137
2019,Bee,11-Edinburg,Not Confirmed,325
2019,Bee,11-Edinburg,Confirmed Victim,120
2019,Brooks,11-Edinburg,Not Confirmed,127
2019,Brooks,11-Edinburg,Confirmed Victim,46
2019,Cameron,11-Edinburg,Not Confirmed,3555
2019,Cameron,11-Edinburg,Confirmed Victim,1016
2019,Duval,11-Edinburg,Not Confirmed,171
2019,Duval,11-Edinburg,Confirmed Victim,73
2019,Hidalgo,11-Edinburg,Not Confirmed,7132
2019,Hidalgo,11-Edinburg,Confirmed Victim,1784
2019,Jim Hogg,11-Edinburg,Not Confirmed,84
2019,Jim Hogg,11-Edinburg,Confirmed Victim,16
2019,Jim Wells,11-Edinburg,Not Confirmed,488
2019,Jim Wells,11-Edinburg,Confirmed Victim,178
2019,Kleberg,11-Edinburg,Not Confirmed,330
2019,Kleberg,11-Edinburg,Confirmed Victim,75
2019,Live Oak,11-Edinburg,Not Confirmed,86
2019,Live Oak,11-Edinburg,Confirmed Victim,35
2019,McMullen,11-Edinburg,Not Confirmed,5
2019,Nueces,11-Edinburg,Not Confirmed,3800
2019,Nueces,11-Edinburg,Confirmed Victim,1212
2019,Refugio,11-Edinburg,Not Confirmed,69
2019,Refugio,11-Edinburg,Confirmed Victim,21
2019,San Patricio,11-Edinburg,Not Confirmed,739
2019,San Patricio,11-Edinburg,Confirmed Victim,286
2019,Starr,11-Edinburg,Not Confirmed,486
2019,Starr,11-Edinburg,Confirmed Victim,155
2019,Webb,11-Edinburg,Not Confirmed,2129
2019,Webb,11-Edinburg,Confirmed Victim,602
2019,Willacy,11-Edinburg,Not Confirmed,210
2019,Willacy,11-Edinburg,Confirmed Victim,89
2019,Zapata,11-Edinburg,Not Confirmed,95
2019,Zapata,11-Edinburg,Confirmed Victim,43
2019,Out of State,Out of State,Not Confirmed,18
2019,Out of State,Out of State,Confirmed Victim,8
2018,Armstrong,1-Lubbock,Not Confirmed,14
2018,Armstrong,1-Lubbock,Confirmed Victim,7
2018,Bailey,1-Lubbock,Not Confirmed,80
2018,Bailey,1-Lubbock,Confirmed Victim,24
2018,Briscoe,1-Lubbock,Not Confirmed,10
2018,Briscoe,1-Lubbock,Confirmed Victim,2
2018,Carson,1-Lubbock,Not Confirmed,66
2018,Carson,1-Lubbock,Confirmed Victim,20
2018,Castro,1-Lubbock,Not Confirmed,42
2018,Castro,1-Lubbock,Confirmed Victim,8
2018,Childress,1-Lubbock,Not Confirmed,40
2018,Childress,1-Lubbock,Confirmed Victim,21
2018,Cochran,1-Lubbock,Not Confirmed,16
2018,Cochran,1-Lubbock,Confirmed Victim,9
2018,Collingsworth,1-Lubbock,Not Confirmed,50
2018,Collingsworth,1-Lubbock,Confirmed Victim,10
2018,Crosby,1-Lubbock,Not Confirmed,76
2018,Crosby,1-Lubbock,Confirmed Victim,21
2018,Dallam,1-Lubbock,Not Confirmed,74
2018,Dallam,1-Lubbock,Confirmed Victim,28
2018,Deaf Smith,1-Lubbock,Not Confirmed,167
2018,Deaf Smith,1-Lubbock,Confirmed Victim,45
2018,Dickens,1-Lubbock,Not Confirmed,12
2018,Dickens,1-Lubbock,Confirmed Victim,7
2018,Donley,1-Lubbock,Not Confirmed,32
2018,Donley,1-Lubbock,Confirmed Victim,10
2018,Floyd,1-Lubbock,Not Confirmed,67
2018,Floyd,1-Lubbock,Confirmed Victim,26
2018,Garza,1-Lubbock,Not Confirmed,46
2018,Garza,1-Lubbock,Confirmed Victim,13
2018,Gray,1-Lubbock,Not Confirmed,260
2018,Gray,1-Lubbock,Confirmed Victim,90
2018,Hale,1-Lubbock,Not Confirmed,301
2018,Hale,1-Lubbock,Confirmed Victim,140
2018,Hall,1-Lubbock,Not Confirmed,22
2018,Hall,1-Lubbock,Confirmed Victim,11
2018,Hansford,1-Lubbock,Not Confirmed,26
2018,Hansford,1-Lubbock,Confirmed Victim,2
2018,Hartley,1-Lubbock,Not Confirmed,16
2018,Hartley,1-Lubbock,Confirmed Victim,2
2018,Hemphill,1-Lubbock,Not Confirmed,17
2018,Hemphill,1-Lubbock,Confirmed Victim,3
2018,Hockley,1-Lubbock,Not Confirmed,227
2018,Hockley,1-Lubbock,Confirmed Victim,99
2018,Hutchinson,1-Lubbock,Not Confirmed,188
2018,Hutchinson,1-Lubbock,Confirmed Victim,91
2018,Lamb,1-Lubbock,Not Confirmed,128
2018,Lamb,1-Lubbock,Confirmed Victim,28
2018,Lipscomb,1-Lubbock,Not Confirmed,30
2018,Lipscomb,1-Lubbock,Confirmed Victim,5
2018,Lubbock,1-Lubbock,Not Confirmed,2615
2018,Lubbock,1-Lubbock,Confirmed Victim,1126
2018,Lynn,1-Lubbock,Not Confirmed,38
2018,Lynn,1-Lubbock,Confirmed Victim,5
2018,Moore,1-Lubbock,Not Confirmed,173
2018,Moore,1-Lubbock,Confirmed Victim,60
2018,Motley,1-Lubbock,Not Confirmed,12
2018,Motley,1-Lubbock,Confirmed Victim,3
2018,Ochiltree,1-Lubbock,Not Confirmed,57
2018,Ochiltree,1-Lubbock,Confirmed Victim,22
2018,Oldham,1-Lubbock,Not Confirmed,8
2018,Oldham,1-Lubbock,Confirmed Victim,8
2018,Parmer,1-Lubbock,Not Confirmed,63
2018,Parmer,1-Lubbock,Confirmed Victim,18
2018,Potter,1-Lubbock,Not Confirmed,1584
2018,Potter,1-Lubbock,Confirmed Victim,714
2018,Randall,1-Lubbock,Not Confirmed,872
2018,Randall,1-Lubbock,Confirmed Victim,342
2018,Roberts,1-Lubbock,Not Confirmed,3
2018,Sherman,1-Lubbock,Not Confirmed,12
2018,Sherman,1-Lubbock,Confirmed Victim,2
2018,Swisher,1-Lubbock,Not Confirmed,83
2018,Swisher,1-Lubbock,Confirmed Victim,32
2018,Terry,1-Lubbock,Not Confirmed,154
2018,Terry,1-Lubbock,Confirmed Victim,33
2018,Wheeler,1-Lubbock,Not Confirmed,46
2018,Wheeler,1-Lubbock,Confirmed Victim,14
2018,Yoakum,1-Lubbock,Not Confirmed,58
2018,Yoakum,1-Lubbock,Confirmed Victim,6
2018,Archer,2-Abilene,Not Confirmed,84
2018,Archer,2-Abilene,Confirmed Victim,16
2018,Baylor,2-Abilene,Not Confirmed,44
2018,Baylor,2-Abilene,Confirmed Victim,12
2018,Brown,2-Abilene,Not Confirmed,480
2018,Brown,2-Abilene,Confirmed Victim,191
2018,Callahan,2-Abilene,Not Confirmed,185
